Season;Week;Home or Away;Opponent;Outcome
Regular Season;12;Away;CHI;W
Regular Season;13;Home;MIN;W
Regular Season;14;Away;BUF;L
Regular Season;15;Home;IND;L
Regular Season;16;Home;TB;W
Regular Season;17;Away;DET;L
Regular Season;1;Away;DEN;L
Regular Season;2;Home;IND;L
Regular Season;3;Away;MIA;L
Regular Season;4;Home;NYG;L
Regular Season;5;Away;WAS;L
Regular Season;6;Home;OAK;L
Regular Season;7;Away;JAC;L
Regular Season;8;Home;BUF;L
Regular Season;9;Away;ARI;W
Regular Season;11;Home;NE;L
Regular Season;12;Away;IND;L
Regular Season;13;Away;BUF;L
Regular Season;14;Home;HOU;L
Regular Season;15;Away;NE;L
Regular Season;16;Home;PHI;L
Regular Season;17;Home;MIA;L
Regular Season;1;Away;MIA;L
Regular Season;2;Home;IND;L
Regular Season;3;Home;JAC;W
Regular Season;4;Away;ATL;L
Regular Season;5;Home;OAK;L
Regular Season;6;Away;BUF;L
Regular Season;7;Away;CAR;L
Regular Season;8;Home;MIA;W
Regular Season;9;Away;IND;L
Regular Season;10;Home;NE;L
Regular Season;1;Away;BUF;W
Regular Season;2;Home;DEN;W
Regular Season;3;Away;MIA;L
Regular Season;4;Home;CHI;L
Regular Season;5;Away;CLE;L
Regular Season;6;Home;IND;W
Regular Season;7;Home;NE;W
Regular Season;9;Away;IND;L
Regular Season;10;Home;BUF;W
Regular Season;11;Away;GB;L
Regular Season;12;Away;MIN;W
Regular Season;13;Home;MIA;L
Regular Season;14;Away;NE;L
Regular Season;15;Home;DET;L
Regular Season;16;Home;SD;L
Regular Season;17;Away;HOU;L
Regular Season;1;Home;TB;W
Regular Season;2;Home;DEN;W
Regular Season;3;Away;GB;W
Regular Season;4;Away;SEA;L
Regular Season;5;Home;DAL;L
Regular Season;6;Home;NO;W
Regular Season;7;Away;STL;L
Regular Season;8;Away;TB;W
Regular Season;9;Home;MIN;W
Regular Season;10;Home;RAI;W
Regular Season;11;Away;RAM;L
Regular Season;12;Home;DET;W
Regular Season;13;Away;MIN;W
Regular Season;14;Away;SD;L
Regular Season;15;Home;GB;L
Regular Season;16;Away;DET;W
Postseason;18;Away;WAS;W
Postseason;19;Away;SF;L
Regular Season;1;Away;NO;L
Regular Season;2;Home;DAL;L
Regular Season;3;Home;SF;L
Regular Season;4;Away;PHI;W
Regular Season;5;Away;KC;L
Regular Season;6;Home;WAS;L
Regular Season;7;Away;TB;W
Regular Season;9;Home;MIN;W
Regular Season;10;Away;WAS;L
Regular Season;11;Home;SEA;W
Regular Season;12;Home;SD;W
Regular Season;13;Away;DAL;L
Regular Season;14;Away;NYG;W
Regular Season;15;Away;RAI;W
Regular Season;16;Home;PHI;W
Regular Season;1;Away;NO;W
Regular Season;2;Home;DAL;L
Regular Season;3;Home;SF;L
Regular Season;4;Away;ATL;W
Regular Season;5;Away;PHI;W
Regular Season;6;Home;WAS;L
Regular Season;7;Away;CHI;W
Regular Season;8;Home;NYG;W
Regular Season;9;Away;WAS;L
Postseason;10;Away;GB;L
Regular Season;1;Home;MIA;L
Regular Season;2;Away;DAL;L
Regular Season;3;Home;WAS;W
Regular Season;4;Away;TB;L
Regular Season;5;Home;DAL;W
Regular Season;6;Away;NYG;L
Regular Season;7;Away;ATL;L
Regular Season;8;Home;MIN;W
Regular Season;9;Away;WAS;L
Regular Season;10;Home;PHI;L
Regular Season;11;Home;BUF;W
Regular Season;12;Away;BAL;W
Regular Season;13;Away;NE;W
Regular Season;14;Home;NO;W
Regular Season;15;Home;NYG;L
Regular Season;16;Away;PHI;L
Regular Season;1;Home;NYG;L
Regular Season;2;Away;SF;L
Regular Season;3;Away;DET;L
Regular Season;4;Home;PHI;W
Regular Season;5;Away;NO;W
Regular Season;6;Home;LA;L
Regular Season;7;Away;WAS;L
Regular Season;8;Away;BAL;W
Regular Season;9;Home;DAL;L
Regular Season;10;Home;ATL;L
Regular Season;11;Away;DAL;L
Regular Season;12;Home;KC;L
Regular Season;13;Away;NYG;W
Regular Season;14;Home;DET;W
Regular Season;15;Away;PHI;L
Regular Season;16;Home;WAS;L
Regular Season;12;Home;TB;W
Regular Season;13;Away;NYJ;L
Regular Season;14;Home;GB;L
Regular Season;15;Home;NE;W
Regular Season;16;Away;SF;L
Regular Season;17;Away;DET;W
Preseason;1;Away;PIT;W
Preseason;2;Home;SEA;W
Preseason;3;Home;JAC;L
Preseason;4;Away;TEN;L
Regular Season;4;Away;KC;L
Regular Season;5;Away;CIN;L
Regular Season;6;Home;SD;W
Regular Season;7;Away;DEN;W
Regular Season;1;Home;LA;L
Regular Season;2;Away;NE;W
Regular Season;3;Home;OAK;W
Regular Season;4;Home;DEN;W
Regular Season;6;Away;CIN;L
Regular Season;7;Away;BUF;L
Regular Season;8;Away;SD;W
Regular Season;9;Home;CHI;W
Regular Season;10;Home;HOU;W
Regular Season;11;Away;DEN;L
Regular Season;13;Away;OAK;L
Regular Season;14;Home;SD;W
Regular Season;1;Home;NO;W
Regular Season;3;Away;ATL;L
Regular Season;4;Home;SF;W
Regular Season;5;Away;PHI;W
Regular Season;6;Home;CIN;W
Regular Season;7;Away;OAK;L
Regular Season;8;Home;ATL;W
Regular Season;9;Home;DEN;L
Regular Season;10;Home;MIN;L
Regular Season;11;Away;NO;L
Regular Season;12;Away;SF;W
Regular Season;13;Away;STL;L
Regular Season;14;Home;DET;L
Regular Season;1;Home;WAS;L
Regular Season;2;Home;NYJ;W
Regular Season;3;Home;NYG;L
Regular Season;4;Away;ATL;W
Regular Season;5;Away;WAS;L
Regular Season;6;Home;SF;L
Regular Season;7;Away;BUF;W
Regular Season;8;Home;DAL;L
Regular Season;9;Away;SD;L
Regular Season;10;Home;PHI;L
Regular Season;11;Away;NYG;W
Regular Season;13;Away;PHI;L
Regular Season;14;Away;DAL;L
Regular Season;1;Away;LA;L
Regular Season;2;Home;WAS;W
Regular Season;3;Home;DAL;W
Regular Season;4;Home;NO;W
Regular Season;5;Away;PHI;W
Regular Season;6;Away;NYG;L
Regular Season;7;Home;HOU;W
Regular Season;8;Home;BOS;W
Regular Season;9;Away;DAL;W
Regular Season;11;Home;PHI;W
Regular Season;12;Away;DET;L
Regular Season;13;Home;NYG;L
Regular Season;14;Away;WAS;L
Preseason;1;Away;PIT;L
Preseason;2;Home;SD;L
Preseason;3;Home;GB;L
Preseason;4;Away;DEN;L
Regular Season;1;Home;SF;L
Regular Season;2;Away;JAC;W
Regular Season;3;Home;IND;L
Regular Season;5;Home;HOU;W
Regular Season;6;Away;SEA;W
Regular Season;7;Away;NYG;W
Regular Season;8;Home;CAR;L
Regular Season;9;Away;CHI;W
Regular Season;10;Home;SEA;W
Regular Season;11;Away;STL;W
Regular Season;12;Away;TEN;L
Regular Season;13;Home;MIN;W
Regular Season;14;Away;SF;L
Regular Season;15;Away;DET;W
Regular Season;16;Home;STL;W
Regular Season;17;Home;GB;L
Postseason;18;Home;GB;W
Postseason;19;Away;NO;L
Preseason;1;Home;NO;L
Preseason;2;Away;KC;W
Preseason;3;Away;OAK;W
Preseason;4;Home;DEN;L
Regular Season;1;Away;SF;W
Regular Season;2;Home;MIA;W
Regular Season;3;Away;WAS;L
Regular Season;4;Away;NYJ;L
Regular Season;5;Home;BUF;W
Regular Season;6;Home;DAL;W
Regular Season;8;Away;CAR;L
Regular Season;9;Away;STL;W
Regular Season;10;Home;SF;W
Regular Season;11;Away;SEA;W
Regular Season;12;Home;NYG;L
Regular Season;13;Away;PHI;L
Regular Season;14;Home;STL;W
Regular Season;15;Home;MIN;L
Regular Season;16;Away;NE;L
Regular Season;17;Home;SEA;W
Postseason;18;Home;ATL;W
Postseason;19;Away;CAR;W
Postseason;20;Home;PHI;W
Postseason;21;Home;PIT;L
Pro Bowl;22;Away;APR;W
Preseason;1;Away;OAK;L
Preseason;2;Home;HOU;L
Preseason;3;Home;SD;L
Preseason;4;Away;DEN;L
Regular Season;1;Away;SF;L
Regular Season;2;Home;SEA;W
Regular Season;3;Away;BAL;L
Regular Season;4;Home;PIT;W
Regular Season;5;Away;STL;W
Regular Season;6;Home;CAR;L
Regular Season;7;Away;WAS;L
Regular Season;9;Away;TB;L
Regular Season;10;Home;DET;W
Regular Season;11;Away;CIN;W
Regular Season;12;Home;SF;L
Regular Season;13;Home;CLE;W
Regular Season;14;Away;SEA;L
Regular Season;15;Away;NO;L
Regular Season;16;Home;ATL;W
Regular Season;17;Home;STL;W
Preseason;1;Home;PIT;W
Preseason;2;Away;NE;L
Preseason;3;Away;CHI;W
Preseason;4;Home;DEN;L
Regular Season;1;Home;SF;W
Regular Season;2;Away;SEA;L
Regular Season;3;Home;STL;L
Regular Season;4;Away;ATL;L
Regular Season;5;Home;KC;L
Regular Season;6;Home;CHI;L
Regular Season;7;Away;OAK;L
Regular Season;8;Away;GB;L
Regular Season;10;Home;DAL;L
Regular Season;11;Home;DET;W
Regular Season;12;Away;MIN;L
Regular Season;13;Away;STL;W
Regular Season;14;Home;SEA;W
Regular Season;15;Home;DEN;L
Regular Season;16;Away;SF;W
Regular Season;17;Away;SD;L
Regular Season;1;Away;NYG;L
Regular Season;2;Home;STL;L
Regular Season;3;Away;SEA;L
Regular Season;4;Home;SF;W
Regular Season;5;Home;CAR;L
Regular Season;7;Home;TEN;W
Regular Season;8;Away;DAL;L
Regular Season;9;Home;SEA;L
Regular Season;10;Away;DET;L
Regular Season;11;Away;STL;W
Regular Season;12;Home;JAC;L
Regular Season;13;Away;SF;W
Regular Season;14;Home;WAS;L
Regular Season;15;Away;HOU;L
Regular Season;1;Away;PHI;L
Regular Season;2;Home;WAS;W
Regular Season;3;Home;CLE;W
Regular Season;4;Away;GB;W
Regular Season;5;Away;DAL;W
Regular Season;7;Home;DET;L
Regular Season;8;Away;MIN;W
Regular Season;9;Home;CHI;L
Regular Season;10;Away;ARI;L
Regular Season;11;Home;ATL;L
Regular Season;12;Home;PHI;L
Regular Season;13;Away;WAS;L
Regular Season;14;Away;BAL;L
Regular Season;15;Home;PIT;L
Regular Season;16;Away;CIN;L
Regular Season;17;Home;DAL;W
Regular Season;1;Away;NYG;L
Regular Season;2;Home;SF;W
Regular Season;3;Away;SEA;L
Regular Season;4;Home;ARI;W
Regular Season;6;Home;ATL;W
Regular Season;7;Home;GB;W
Regular Season;8;Away;PIT;W
Regular Season;9;Away;SF;L
Regular Season;10;Home;BAL;W
Regular Season;11;Away;CHI;W
Regular Season;12;Away;ARI;W
Regular Season;13;Home;MIN;W
Regular Season;14;Away;CLE;W
Regular Season;15;Home;SEA;W
Regular Season;16;Home;CIN;W
Regular Season;17;Away;DET;L
Postseason;19;Home;CAR;L
Preseason;1;Away;TEN;L
Preseason;2;Home;CHI;L
Preseason;3;Home;SD;L
Preseason;4;Away;KC;L
Regular Season;1;Away;DEN;L
Regular Season;2;Home;NYG;L
Regular Season;3;Away;TB;L
Regular Season;4;Home;DAL;L
Regular Season;5;Away;SF;L
Regular Season;6;Home;OAK;W
Regular Season;7;Home;SEA;W
Regular Season;9;Away;ARI;W
Regular Season;10;Home;SD;W
Regular Season;11;Home;CHI;W
Regular Season;12;Away;WAS;L
Regular Season;13;Away;PHI;L
Regular Season;14;Away;KC;L
Regular Season;1;Away;PHI;W
Regular Season;2;Away;SF;W
Regular Season;3;Home;MIA;W
Regular Season;4;Away;DET;W
Regular Season;5;Home;NYG;W
Regular Season;6;Away;NYJ;W
Regular Season;7;Home;NO;L
Regular Season;9;Home;CAR;W
Regular Season;10;Away;NE;W
Regular Season;11;Home;TB;L
Regular Season;12;Away;ATL;W
Regular Season;13;Home;SF;W
Regular Season;14;Away;NO;W
Regular Season;15;Away;CAR;W
Regular Season;16;Home;IND;W
Regular Season;17;Home;ATL;W
Postseason;19;Home;GB;W
Postseason;20;Home;PHI;W
Postseason;21;Away;NE;L
Pro Bowl;22;Away;NPR;L
Regular Season;1;Home;DEN;W
Regular Season;2;Away;SEA;W
Regular Season;3;Home;SF;W
Regular Season;4;Away;ATL;W
Regular Season;5;Home;SD;W
Regular Season;7;Home;ATL;W
Regular Season;8;Away;KC;L
Regular Season;9;Away;SF;W
Regular Season;10;Home;CAR;L
Regular Season;11;Away;NYG;W
Regular Season;12;Home;WAS;L
Regular Season;13;Home;NO;L
Regular Season;14;Away;CAR;L
Regular Season;15;Home;MIN;W
Regular Season;16;Away;TB;L
Regular Season;17;Away;NO;W
Postseason;18;Away;NO;L
Pro Bowl;22;Away;APR;L
Regular Season;1;Home;BAL;W
Regular Season;3;Home;ATL;W
Regular Season;4;Away;CIN;W
Regular Season;5;Home;SF;W
Regular Season;6;Away;ATL;W
Regular Season;7;Home;CLE;W
Regular Season;8;Away;TEN;L
Regular Season;9;Away;DET;L
Regular Season;10;Home;CAR;W
Regular Season;11;Away;SF;W
Regular Season;12;Home;NO;W
Regular Season;13;Away;CAR;W
Regular Season;14;Away;NO;W
Regular Season;15;Home;NYG;W
Regular Season;16;Home;CHI;W
Regular Season;17;Away;PHI;L
Postseason;19;Home;MIN;W
Postseason;20;Home;TB;W
Postseason;21;Away;TEN;W
Pro Bowl;22;Away;NPR;W
Regular Season;1;Home;NO;L
Regular Season;2;Home;MIN;L
Regular Season;3;Away;BUF;W
Regular Season;4;Home;ARI;L
Regular Season;6;Home;NYJ;W
Regular Season;7;Away;MIA;L
Regular Season;8;Home;SF;L
Regular Season;9;Away;ATL;L
Regular Season;10;Away;CHI;W
Regular Season;11;Away;NO;L
Regular Season;12;Home;CAR;L
Regular Season;13;Home;ATL;L
Regular Season;14;Away;PHI;L
Regular Season;15;Home;NE;W
Regular Season;16;Away;CAR;L
Regular Season;17;Away;SF;L
Preseason;1;Away;ARI;W
Preseason;2;Away;GB;L
Preseason;3;Home;TEN;L
Preseason;4;Home;SEA;L
Regular Season;1;Away;NO;W
Regular Season;2;Home;ATL;L
Regular Season;3;Away;TEN;W
Regular Season;4;Away;BAL;W
Regular Season;5;Home;SD;W
Regular Season;6;Home;KC;L
Regular Season;7;Away;JAX;W
Regular Season;8;Away;TB;W
Regular Season;9;Home;DEN;W
Regular Season;11;Home;HOU;W
Regular Season;12;Home;CAR;W
Regular Season;13;Home;BUF;W
Regular Season;14;Away;KC;L
Regular Season;15;Away;SD;W
Regular Season;16;Home;IND;W
Regular Season;17;Away;DEN;L
Postseason;18;Away;HOU;L
Regular Season;1;Away;NE;L
Regular Season;2;Away;TEN;W
Preseason;1;Home;MIA;W
Preseason;2;Away;JAC;W
Preseason;3;Home;WAS;L
Preseason;4;Away;HOU;W
Regular Season;1;Away;DAL;W
Regular Season;3;Away;MIN;L
Regular Season;4;Home;GB;W
Regular Season;5;Away;TEN;L
Regular Season;6;Home;PIT;L
Regular Season;7;Home;MIN;W
Regular Season;8;Away;GB;L
Regular Season;9;Away;DET;W
Regular Season;10;Home;CHI;L
Regular Season;11;Away;STL;W
Regular Season;12;Away;CIN;W
Regular Season;13;Home;DET;W
Regular Season;14;Away;CHI;L
Regular Season;15;Home;NO;W
Regular Season;16;Home;BAL;W
Regular Season;17;Home;PHI;L
Postseason;18;Away;PHI;L
Regular Season;1;Away;NE;W
Regular Season;2;Home;CHI;W
Regular Season;3;Away;DET;W
Regular Season;4;Home;NYJ;L
Regular Season;5;Away;WAS;L
Regular Season;6;Away;MIN;L
Regular Season;8;Home;DET;L
Regular Season;9;Home;MIN;W
Regular Season;10;Away;ATL;W
Regular Season;11;Home;GB;W
Regular Season;12;Away;CHI;L
Regular Season;13;Home;BUF;W
Regular Season;14;Home;DAL;W
Regular Season;15;Away;MIA;W
Regular Season;16;Home;STL;W
Regular Season;17;Away;GB;L
Postseason;18;Away;PHI;L
Regular Season;8;Away;IND;W
Regular Season;9;Home;DEN;L
Regular Season;10;Home;MIA;W
Regular Season;11;Home;NE;L
Regular Season;12;Away;MIA;L
Regular Season;13;Away;TEN;L
Regular Season;14;Home;NYJ;W
Regular Season;15;Away;CHI;L
Regular Season;16;Home;JAC;L
Regular Season;17;Away;GB;L
Regular Season;15;Away;NYG;L
Regular Season;16;Away;ARI;L
Regular Season;17;Home;PHI;W
Regular Season;1;Away;STL;W
Regular Season;2;Home;SF;W
Regular Season;3;Away;IND;W
Regular Season;4;Away;PHI;L
Regular Season;5;Home;TB;W
Regular Season;6;Away;ATL;L
Regular Season;7;Home;DET;W
Regular Season;8;Home;ATL;W
Regular Season;9;Away;CHI;W
Regular Season;10;Away;NO;L
Regular Season;11;Home;NE;L
Regular Season;12;Home;NO;W
Regular Season;13;Away;NYJ;W
Regular Season;14;Home;DAL;W
Regular Season;15;Home;MIA;L
Regular Season;16;Away;SF;L
Postseason;17;Away;WAS;L
Regular Season;1;Home;DET;L
Regular Season;2;Away;SF;L
Regular Season;3;Home;DEN;L
Regular Season;4;Away;RAM;L
Regular Season;5;Home;SF;L
Regular Season;6;Away;SEA;L
Regular Season;7;Home;NO;W
Regular Season;15;Home;CIN;W
Regular Season;16;Away;STL;W
Regular Season;1;Away;NO;W
Regular Season;2;Home;DET;L
Regular Season;3;Away;MIN;L
Regular Season;4;Home;HOU;W
Regular Season;5;Away;SF;L
Regular Season;6;Away;RAM;W
Regular Season;7;Home;NYG;L
Regular Season;8;Home;RAM;L
Regular Season;9;Away;PIT;L
Regular Season;10;Away;WAS;L
Regular Season;11;Home;NO;L
Regular Season;12;Home;CLE;L
Regular Season;1;Away;CHI;W
Regular Season;2;Home;NYG;L
Regular Season;3;Away;DET;W
Regular Season;4;Away;SF;L
Regular Season;5;Home;PHI;L
Regular Season;6;Home;NO;L
Regular Season;7;Away;RAM;L
Regular Season;8;Away;NYJ;W
Regular Season;9;Home;NE;W
Regular Season;10;Away;NO;L
Regular Season;11;Home;RAM;L
Regular Season;12;Home;SF;W
Regular Season;13;Home;GB;W
Regular Season;14;Away;WAS;L
Regular Season;15;Away;MIA;L
Regular Season;16;Home;BUF;W
Regular Season;1;Away;NYG;W
Regular Season;2;Home;RAI;L
Regular Season;3;Home;RAM;W
Regular Season;4;Home;STL;L
Regular Season;5;Away;DEN;W
Regular Season;6;Home;NO;W
Regular Season;7;Away;SF;W
Regular Season;8;Home;GB;L
Regular Season;9;Away;NO;L
Postseason;10;Away;MIN;L
Regular Season;1;Home;NO;W
Regular Season;2;Away;GB;W
Regular Season;3;Home;SF;W
Regular Season;4;Away;CLE;L
Regular Season;5;Away;PHI;L
Regular Season;6;Home;LA;L
Regular Season;7;Home;STL;W
Regular Season;8;Home;NYG;L
Regular Season;9;Away;NO;W
Regular Season;10;Away;SF;L
Regular Season;11;Home;PIT;L
Regular Season;12;Home;MIN;W
Regular Season;13;Away;HOU;W
Regular Season;14;Away;TB;L
Regular Season;15;Away;LA;L
Regular Season;16;Home;CIN;L
Regular Season;1;Away;MIN;L
Regular Season;2;Away;NE;W
Regular Season;3;Home;MIA;L
Regular Season;4;Away;SF;W
Regular Season;5;Home;DET;W
Regular Season;6;Home;NYJ;L
Regular Season;7;Away;NO;W
Regular Season;8;Home;LA;W
Regular Season;9;Away;BUF;W
Regular Season;10;Away;STL;W
Regular Season;11;Home;NO;W
Regular Season;12;Home;CHI;W
Regular Season;13;Home;WAS;W
Regular Season;14;Away;PHI;W
Regular Season;15;Home;SF;W
Regular Season;16;Away;LA;L
Postseason;18;Home;DAL;L
Regular Season;1;Away;NO;W
Regular Season;2;Away;PHI;W
Regular Season;3;Home;DEN;L
Regular Season;4;Away;DET;L
Regular Season;5;Home;WAS;L
Regular Season;6;Home;GB;W
Regular Season;7;Away;OAK;L
Regular Season;8;Away;SF;L
Regular Season;9;Home;SEA;L
Regular Season;10;Home;TB;W
Regular Season;11;Away;NYG;L
Regular Season;12;Away;LA;L
Regular Season;13;Home;NO;L
Regular Season;14;Away;SD;W
Regular Season;15;Home;LA;L
Regular Season;16;Home;SF;W
Regular Season;1;Home;HOU;W
Regular Season;2;Away;LA;L
Regular Season;3;Home;CLE;L
Regular Season;4;Away;TB;L
Regular Season;5;Home;NYG;W
Regular Season;6;Away;PIT;L
Regular Season;7;Home;DET;W
Regular Season;8;Away;SF;W
Regular Season;9;Home;LA;W
Regular Season;10;Home;SF;W
Regular Season;11;Away;NO;W
Regular Season;12;Away;CHI;L
Regular Season;13;Home;NO;W
Regular Season;14;Away;CIN;L
Regular Season;15;Home;WAS;W
Regular Season;16;Away;STL;L
Postseason;17;Home;PHI;W
Postseason;18;Away;DAL;L
Regular Season;1;Home;LA;W
Regular Season;2;Away;WAS;L
Regular Season;3;Home;NYG;W
Regular Season;4;Away;SF;W
Regular Season;5;Away;BUF;L
Regular Season;6;Away;CHI;W
Regular Season;7;Home;MIN;L
Regular Season;8;Home;SF;L
Regular Season;9;Home;DET;W
Regular Season;10;Away;NO;L
Regular Season;11;Away;TB;W
Regular Season;12;Home;NE;L
Regular Season;13;Away;LA;L
Regular Season;14;Home;NO;W
Regular Season;1;Home;LA;L
Regular Season;2;Away;DET;L
Regular Season;3;Away;CHI;W
Regular Season;4;Home;PHI;L
Regular Season;5;Away;NO;L
Regular Season;1;Away;STL;L
Regular Season;2;Home;DET;L
Regular Season;3;Home;NO;W
Regular Season;4;Away;SF;W
Regular Season;5;Away;LA;L
Regular Season;6;Home;CIN;L
Regular Season;7;Away;NO;L
Regular Season;8;Away;MIN;L
Regular Season;9;Home;LA;L
Regular Season;10;Home;DEN;W
Regular Season;11;Away;OAK;L
Regular Season;12;Home;WAS;L
Regular Season;13;Home;SF;W
Regular Season;14;Away;GB;L
Preseason;1;Home;BUF;W
Preseason;2;Away;NYG;L
Preseason;3;Away;TEN;L
Preseason;1;Away;OAK;L
Preseason;2;Home;HOU;L
Regular Season;10;Away;DET;L
Regular Season;11;Home;SF;L
Regular Season;12;Home;MIN;W
Regular Season;13;Away;GB;L
Regular Season;14;Home;WAS;L
Regular Season;15;Home;CHI;W
Regular Season;16;Away;RAI;L
Regular Season;17;Away;DEN;W
Regular Season;18;Home;SD;L
Regular Season;1;Away;SD;W
Regular Season;2;Home;SEA;W
Regular Season;3;Away;HOU;L
Regular Season;4;Home;RAI;W
Regular Season;5;Away;DEN;L
Regular Season;6;Home;PHI;W
Regular Season;7;Away;DAL;L
Regular Season;8;Home;PIT;L
Regular Season;10;Home;SD;W
Regular Season;11;Home;WAS;W
Regular Season;12;Away;SEA;W
Regular Season;13;Away;NYJ;W
Regular Season;14;Away;RAI;L
Regular Season;15;Home;NE;W
Regular Season;16;Away;NYG;L
Regular Season;17;Home;DEN;W
Postseason;18;Away;SD;L
Regular Season;1;Home;ATL;W
Regular Season;2;Home;NO;L
Regular Season;3;Away;HOU;L
Regular Season;4;Home;SEA;W
Regular Season;5;Away;SD;W
Regular Season;6;Home;BUF;W
Regular Season;7;Home;MIA;W
Regular Season;8;Away;DEN;L
Regular Season;9;Home;RAI;W
Regular Season;11;Away;RAM;W
Regular Season;12;Home;DEN;L
Regular Season;13;Away;CLE;L
Regular Season;14;Away;SEA;W
Regular Season;15;Home;SD;W
Regular Season;16;Away;SF;L
Postseason;18;Home;RAI;W
Postseason;19;Away;BUF;L
Regular Season;1;Away;DAL;L
Regular Season;2;Home;CIN;L
Regular Season;3;Away;CLE;W
Regular Season;4;Home;HOU;L
Regular Season;5;Away;PIT;L
Regular Season;6;Away;NYJ;W
Regular Season;7;Home;RAI;L
Regular Season;8;Home;TB;W
Regular Season;9;Away;SEA;W
Regular Season;10;Home;DEN;W
Regular Season;11;Away;KC;L
Regular Season;12;Home;SEA;L
Regular Season;13;Home;NYJ;W
Regular Season;15;Away;DEN;L
Regular Season;16;Home;KC;L
Regular Season;17;Away;RAI;L
Regular Season;3;Home;SEA;W
Regular Season;4;Away;KC;W
Regular Season;6;Home;NO;L
Regular Season;7;Away;MIA;L
Regular Season;8;Home;IND;L
Regular Season;9;Away;SEA;L
Regular Season;10;Home;RAI;L
Regular Season;11;Away;ATL;W
Regular Season;12;Away;RAM;W
Regular Season;1;Away;KC;L
Regular Season;2;Home;STL;W
Regular Season;15;Away;DEN;L
Regular Season;5;Away;NE;W
Regular Season;6;Away;PIT;L
Regular Season;1;Away;BAL;W
Regular Season;2;Away;WAS;L
Regular Season;3;Home;PIT;L
Regular Season;4;Away;MIN;W
Regular Season;5;Home;WAS;L
